no,TI,ID
1329,MASSAGE THERAPY ATTENUATES RIGHT FRONTAL EEC ASYMMETRY IN ONE-MONTH-OLD INFANTS OF DEPRESSED MOTHERS,
1330,COMPARISON OF TREATMENT OF SUPRAVENTRICULAR TACHYCARDIA BY VALSALVA MANEUVER AND CAROTID SINUS MASSAGE,adenosine;antiarrhythmic agent;calcium channel blocking agent;verapamil;adolescent;adult;aged;article;cardioversion;carotid sinus;child;clinical trial;controlled clinical trial;controlled study;electrocardiography monitoring;female;hemodynamics;human;intermethod comparison;intravenous drug administration;major clinical study;male;massage;paroxysmal supraventricular tachycardia;priority journal;randomized controlled trial;vagus nerve stimulation;valsalva maneuver
1331,CHEROKEE PRESCRIPTIONS FOR ACCUPRESSURE AND MASSAGE.,acupressure;american indian;article;history;human;massage;publication;traditional medicine;united states;acupressure;history;19th century;humans;indians;north american;manuscripts;medical;massage;medicine;traditional;north carolina
1332,"MASSAGE HELPS RELIEVE ACHING MUSCLES, SO WHY NOT INVITE A THERAPIST TO THE OFFICE?",article;dental assistant;human;massage;musculoskeletal disease;occupational disease;dental hygienists;humans;massage;musculoskeletal diseases;occupational diseases
1333,BACK MASSAGE CAN REDUCE ANXIETY OF ELDERLY RESIDENTS IN LONG-TERM CARE INSTITUTIONS.,aged;anxiety;article;back;clinical trial;controlled clinical trial;controlled study;female;geriatric nursing;human;interpersonal communication;long term care;male;massage;methodology;nurse patient relationship;nursing;psychological aspect;randomized controlled trial;aged;anxiety;back;communication;female;geriatric nursing;humans;long-term care;male;massage;nurse-patient relations
1334,CHILDREN WITH ASTHMA HAVE IMPROVED PULMONARY FUNCTIONS AFTER MASSAGE THERAPY,adolescent;airflow;anxiety;article;asthma;child;clinical article;clinical trial;controlled clinical trial;controlled study;forced expiratory flow;human;hydrocortisone blood level;lung function;massage;priority journal;randomized controlled trial;relaxation training
1335,TREATMENT OF CHRONIC EXERTIONAL ANTERIOR COMPARTMENT SYNDROME WITH MASSAGE: A PILOT STUDY,adult;anterior tibial syndrome;article;clinical article;clinical examination;female;human;male;massage;pressure;priority journal;questionnaire;sports medicine;stretching;symptom;work;adult;anterior compartment syndrome;chronic disease;exertion;female;humans;male;massage;pilot projects;sports;treatment outcome
1336,MASSAGE THERAPY EFFECTS,adolescent;adult;aged;article;child;human;infant;massage;methodology;middle aged;newborn;preschool child;relaxation training;adolescent;adult;aged;child;child;preschool;humans;infant;infant;newborn;massage;middle aged;relaxation techniques
1337,INTRAMUSCULAR TEMPERATURE RESPONSES IN THE HUMAN LEG TO TWO FORMS OF CRYOTHERAPY: ICE MASSAGE AND ICE BAG,ice;adult;article;clinical trial;controlled clinical trial;controlled study;cryotherapy;female;gastrocnemius muscle;human;human experiment;leg muscle;male;massage;normal human;technique;temperature sensitivity
1338,MIGRAINE HEADACHES ARE REDUCED BY MASSAGE THERAPY,
1339,BABY MASSAGE: PROBABLY OF BENEFIT.,article;child care;community health nursing;human;infant;massage;methodology;nursing;pediatric nursing;community health nursing;humans;infant;infant care;massage;pediatric nursing
1340,48 CASES OF ANXIETY SYNDROME TREATED BY MASSAGE.,adult;aged;anxiety disorder;article;case report;female;human;male;massage;middle aged;adult;aged;anxiety disorders;female;humans;male;massage;middle aged
1341,COLONIC MOTILITY IN PROFOUNDLY DISABLED PEOPLE. A COMPARISON OF MASSAGE AND LAXATIVE THERAPY IN THE MANAGEMENT OF CONSTIPATION,enema;laxative;adult;aged;article;clinical article;clinical trial;colon motility;constipation;controlled clinical trial;controlled study;crossover procedure;disability;female;human;intestine transit time;male;massage;priority journal;randomized controlled trial;time;wellbeing
1342,BURN INJURIES BENEFIT FROM MASSAGE THERAPY,hydrocortisone;adult;anger;anxiety;article;behavior;burn;clinical article;clinical trial;controlled clinical trial;controlled study;depression;female;human;male;massage;pain assessment;physical activity;vocalization
1343,A CLINICAL INVESTIGATION ON MASSAGE FOR PREVENTION AND TREATMENT OF RECURRENT RESPIRATORY TRACT INFECTION IN CHILDREN.,acupuncture;article;clinical trial;controlled clinical trial;controlled study;female;follow up;human;male;massage;methodology;preschool child;randomized controlled trial;recurrent disease;respiratory tract infection;acupuncture points;child;preschool;female;follow-up studies;humans;male;massage;recurrence;respiratory tract infections
1344,'JUST THE TICKET': INTEGRATING MASSAGE AND REFLEXOLOGY IN PRACTICE (PART I).,article;education;female;furniture;health care quality;holistic nursing;human;massage;methodology;neurologic disease;nursing;nursing education;nursing evaluation research;nursing staff;organization and management;pilot study;psychological aspect;education;nursing;continuing;female;holistic nursing;humans;interior design and furnishings;massage;nervous system diseases;nursing evaluation research;nursing staff;hospital;pilot projects;program evaluation;research design
1345,DIABETES MELLITUS TREATED BY MASSAGE.,acupuncture;article;case report;diabetes mellitus;human;male;massage;middle aged;acupuncture points;diabetes mellitus;humans;male;massage;middle aged
1346,INFLUENCE OF DIGITAL RECTAL MASSAGE ON URINARY PROSTATE-SPECIFIC ANTIGEN: INTEREST FOR THE DETECTION OF LOCAL RECURRENCE AFTER RADICAL PROSTATECTOMY,prostate specific antigen;adult;aged;antigen detection;article;bladder cancer;cancer recurrence;clinical trial;controlled study;human;major clinical study;male;massage;priority journal;prostate adenocarcinoma;prostatectomy;rectum;adult;aged;anastomosis;surgical;humans;male;massage;middle aged;neoplasm recurrence;local;prostate;prostate-specific antigen;prostatectomy;prostatic neoplasms;rectum
1347,THE SAFETY AND EFFICACY OF GINGIVAL MASSAGE WITH AN ELECTRIC INTERDENTAL CLEANING DEVICE,adolescent;adult;aged;article;clinical trial;comparative study;dental device;equipment design;female;gingiva;human;instrumentation;male;massage;methodology;middle aged;mouth hygiene;randomized controlled trial;safety;single blind procedure;tooth plaque;adolescent;adult;aged;dental devices;home care;dental plaque;equipment design;female;gingiva;humans;male;massage;middle aged;oral hygiene;safety;single-blind method
1348,DOES PSYCHOLOGICAL TESTING HELP TO PREDICT THE RESPONSE TO ACUPUNCTURE OR MASSAGE/ RELAXATION THERAPY IN PATIENTS PRESENTING TO A GENERAL NEUROLOGY CLINIC WITH HEADACHE?,acupuncture;adolescent;adult;aged;article;clinical trial;controlled clinical trial;controlled study;female;headache;human;male;massage;middle aged;migraine;pain assessment;psychologic test;psychological aspect;psychotherapy;questionnaire;randomized controlled trial;relaxation training;tension headache;acupuncture therapy;adolescent;adult;aged;female;headache;humans;male;massage;middle aged;migraine disorders;pain measurement;psychological tests;psychotherapy;questionnaires;relaxation techniques;tension-type headache
1349,URETERAL STENT DISPLACEMENT ASSOCIATED WITH DEEP MASSAGE,ketorolac;adult;article;case report;female;human;interventional radiology;intramuscular drug administration;massage;pain;physiotherapy;stent;ureter obstruction;ureter stricture;urolithiasis;female;foreign-body migration;humans;massage;middle aged;stents;ureteral obstruction
1350,MASSAGE THERAPY EFFECTS ON DEPRESSION AND SOMATIC SYMPTOMS IN CHRONIC FATIGUE SYNDROME,adult;article;chronic fatigue syndrome;clinical article;depression;female;human;male;massage;psychosomatic disorder;treatment outcome
1351,JUVENILE RHEUMATOID ARTHRITIS: BENEFITS FROM MASSAGE THERAPY,hydrocortisone;adolescent;anxiety;article;child;child parent relation;clinical article;controlled study;female;human;hydrocortisone blood level;juvenile rheumatoid arthritis;male;massage;mental stress;pain;pain assessment;relaxation training;self report;adolescent;arousal;arthritis;juvenile rheumatoid;child;child;preschool;female;humans;hydrocortisone;male;massage;pain measurement;relaxation techniques;treatment outcome
1352,THE EFFECTIVENESS OF MASSAGE TREATMENT ON CELLULITE AS MONITORED BY ULTRASOUND IMAGING,adult;article;dermis;echography;female;human;imaging;lipodystrophy;massage;normal human;subcutaneous tissue
1353,THE PRE AND POST MASSAGE TEST (PPMT): A SIMPLE SCREEN FOR PROSTATITIS,article;bacterium culture;clinical trial;controlled clinical trial;controlled study;cost effectiveness analysis;diagnostic accuracy;diagnostic value;human;major clinical study;male;massage;priority journal;prostatitis;bacteriuria;chronic disease;cost-benefit analysis;cystitis;diagnosis;differential;humans;leukocytosis;male;massage;prostate;prostatitis;retrospective studies;sensitivity and specificity
1354,OPEN-CHEST CARDIAC MASSAGE WITHOUT MAJOR THORACOTOMY: METABOLIC INDICATORS OF CORONARY AND CEREBRAL PERFUSION,adrenalin;lactic acid;animal experiment;animal model;aorta;arterial carbon dioxide tension;arterial oxygen tension;artery catheter;article;blood ph;brain blood flow;compression;coronary artery blood flow;coronary sinus;heart arrest;heart massage;heart ventricle fibrillation;intermethod comparison;intravenous drug administration;jugular vein;lactate blood level;metabolic parameters;nonhuman;priority journal;pulmonary artery;resuscitation;swine;thoracotomy;time;venous oxygen tension;animals;biological markers;blood;carbon dioxide;cerebrovascular circulation;coronary circulation;heart massage;hydrogen-ion concentration;lactic acid;oxygen;prospective studies;swine;thoracotomy
1355,RENAL ARTERY EMBOLIZATION AFTER BACK MASSAGE IN A PATIENT WITH AORTIC OCCLUSION,abdominal pain;adult;aorta occlusion;article;case report;human;kidney artery embolism;kidney artery stenosis;kidney infarction;low back pain;male;massage;priority journal;aorta;arterial occlusive diseases;blood vessel prosthesis;embolism;femoral artery;humans;male;massage;middle aged;renal artery;renal artery obstruction;tomography;x-ray computed
1356,CARDIAC PERFORATION AND TAMPONADE INDUCED BY EXTERNAL CARDIAC MASSAGE: A CASE REPORT.,aged;article;case report;female;heart injury;heart massage;heart tamponade;heart ventricle;human;injury;aged;cardiac tamponade;female;heart injuries;heart massage;heart ventricles;humans
1357,EFFECT OF DIRECT CARDIAC MASSAGE ON PERIPHERAL BLOOD ERYTHROCYTES,
1358,VIBRATORY MASSAGE IN MECHANICALLY VENTILATED PATIENTS: A PILOT STUDY ON HEART- AND LUNG-TRANSPLANTED PATIENTS AND PATIENTS WITH CORONARY ARTERY BYPASS GRAFTING,
1359,FAILURE OF MANUAL MASSAGE TO ALTER LIMB BLOOD FLOW: MEASURES BY DOPPLER ULTRASOUND,adult;article;blood flow velocity;controlled study;doppler flowmetry;female;human;limb blood flow;male;massage;muscle blood flow;muscle mass;normal human
1360,EXPANDING THE NURSING REPERTOIRE: THE EFFECT OF MASSAGE ON POST-OPERATIVE PAIN.,adult;aged;analysis of variance;article;clinical nursing research;clinical trial;controlled clinical trial;controlled study;female;human;male;massage;middle aged;nursing;postoperative care;postoperative pain;randomized controlled trial;statistical model;adult;aged;analysis of variance;clinical nursing research;female;humans;linear models;male;massage;middle aged;pain;postoperative;postoperative care
1361,MARYLAND MASSAGE THERAPY BILL PASSES AFTER 10 YEARS.,article;education;legal aspect;licensing;massage;occupation;physiotherapy;united states;allied health occupations;licensure;maryland;massage;physical therapy modalities
1362,PATIENTS' VIEWS ON THE FACTORS WHICH WOULD INFLUENCE THE USE OF AN AROMATHERAPY MASSAGE OUT-PATIENT SERVICE.,adult;ambulatory care;aromatherapy;article;attitude to health;female;health service;human;male;massage;middle aged;patient satisfaction;questionnaire;standard;adult;ambulatory care;aromatherapy;female;health knowledge;attitudes;practice;health services needs and demand;humans;male;massage;middle aged;patient satisfaction;questionnaires
1363,DOES MASSAGE DECREASE LARYNGEAL TENSION IN A SUBJECT WITH COMPLETE TETRAPLEGIA?,adult;article;human;larynx;larynx muscle;massage;muscle tone;physiology;quadriplegia;speech;adult;humans;laryngeal muscles;larynx;massage;muscle tonus;quadriplegia;speech acoustics
1364,ANTENATAL PERINEAL MASSAGE AND SUBSEQUENT PERINEAL OUTCOMES: A RANDOMISED CONTROLLED TRIAL,adult;article;birth weight;clinical trial;controlled clinical trial;controlled study;episiotomy;female;human;instrumental delivery;laceration;major clinical study;massage;nullipara;perineum injury;pregnancy;prenatal period;priority journal;randomized controlled trial;treatment outcome;adult;age factors;birth weight;episiotomy;extraction;obstetrical;female;humans;massage;obstetric labor complications;perineum;pregnancy;pregnancy outcome;prenatal care;prospective studies;single-blind method
1365,MASSAGE THERAPY.,accreditation;article;education;health care personnel;hospital management;human;massage;organization;standard;united states;credentialing;education;health personnel;humans;joint commission on accreditation of healthcare organizations;massage;medical staff privileges;organizations;united states
1366,LABOR PAIN IS REDUCED BY MASSAGE THERAPY,adult;anxiety;article;breathing;controlled study;female;human;human experiment;labor;length of stay;massage;mood;mother;normal human;pain;prenatal care;technique
1367,MASSAGE THERAPY AS A WORKPLACE INTERVENTION FOR REDUCTION OF STRESS,adult;article;blood pressure;female;human;male;massage;mental stress;occupational health;physiology;stress;adult;blood pressure;female;humans;male;massage;occupational health;stress;stress;psychological
1368,THE EFFECTS OF MASSAGE: AN HOLISTIC APPROACH TO CARE.,article;clinical nursing research;human;massage;nursing;nursing care;pain;philosophy;relaxation training;touch;clinical nursing research;holistic health;humans;massage;nursing care;pain;relaxation techniques;touch
1369,EXTERNAL FATTY TISSUE MASSAGE (THE 'ENDERMOLOGIE' AND 'SILHOUETTE' PROCEDURES),article;biomedical technology assessment;esthetics;human;massage;priority journal;technique
1370,SINGLE CASE EVALUATION OF THE EFFECTS OF AROMATHERAPY AND MASSAGE ON DISTURBED BEHAVIOUR IN SEVERE DEMENTIA,essential oil;aged;agitation;article;behavior disorder;case report;clinical feature;dementia;female;human;human tissue;male;massage;priority journal;treatment outcome
